WKT,SERIES,COUNTY,SHEET_MAP,SHEET_NO,EDITION,SURV_RANG,PUB_RANGE,SURV_SORT,PUB_SORT,IMAGE,SHEET,DATES,IMAGETHUMB,IMAGEURL,YEAR
"MULTIPOLYGON (((-3.26720899614519 55.9006045908487,-3.26731981460477 55.9150580574464,-3.22871523747782 55.9151454836698,-3.22861899706368 55.9006916896503,-3.26720899614519 55.9006045908487)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.2,007_02,"4","1912","1914","1912","1914","82877862","Edinburghshire, VII.2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877862.4.jpg,https://maps.nls.uk/view/82877862,"1914"
"MULTIPOLYGON (((-3.22861899706368 55.9006916896503,-3.22871523747782 55.9151454836698,-3.19011139037105 55.9152204437349,-3.19002888227374 55.9007668904947,-3.22861899706368 55.9006916896503)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.3,007_03,"4","1912","1914","1912","1914","82877874","Edinburghshire, VII.3","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877874.4.jpg,https://maps.nls.uk/view/82877874,"1914"
"MULTIPOLYGON (((-3.19002888227374 55.9007668904947,-3.19011139037105 55.9152204437349,-3.15150713593274 55.9152836175574,-3.15143860733045 55.9008300830056,-3.19002888227374 55.9007668904947)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.4,007_04,"4","1912","1914","1912","1914","82877886","Edinburghshire, VII.4","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877886.4.jpg,https://maps.nls.uk/view/82877886,"1914"
"MULTIPOLYGON (((-3.26709840238464 55.8861510777961,-3.26720899614519 55.9006045908487,-3.22861899706368 55.9006916896503,-3.22852278744926 55.8862381586815,-3.26709840238464 55.8861510777961)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.6,007_06,"4","1912","1914","1912","1914","82877910","Edinburghshire, VII.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877910.4.jpg,https://maps.nls.uk/view/82877910,"1914"
"MULTIPOLYGON (((-3.18994693828201 55.8863133922505,-3.19002888227374 55.9007668904947,-3.15143860733045 55.9008300830056,-3.15137199329922 55.886376297162,-3.18994693828201 55.8863133922505)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.8,007_08,"4","1912","1914","1912","1914","82877934","Edinburghshire, VII.8","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877934.4.jpg,https://maps.nls.uk/view/82877934,"1914"
"MULTIPOLYGON (((-3.30554910716965 55.8715983250667,-3.30567394690139 55.8860518264866,-3.26709840238464 55.8861510777961,-3.2669879532332 55.8716974963812,-3.30554910716965 55.8715983250667)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.9,007_09,"4","1912","1914","1912","1914","82877946","Edinburghshire, VII.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877946.4.jpg,https://maps.nls.uk/view/82877946,"1914"
"MULTIPOLYGON (((-3.15143860733045 55.9008300830056,-3.15150713593274 55.9152836175574,-3.11290349923602 55.9153346752851,-3.11285022000028 55.9008808036615,-3.15143860733045 55.9008300830056)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VIII.1,008_01,"4","1912","1914","1912","1914","82878018","Edinburghshire, VIII.1","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82878018.4.jpg,https://maps.nls.uk/view/82878018,"1914"
"MULTIPOLYGON (((-3.11285022000028 55.9008808036615,-3.11290349923602 55.9153346752851,-3.07430013128504 55.9153736766447,-3.07426109646886 55.9009197340141,-3.11285022000028 55.9008808036615)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VIII.2,008_02,"4","1912","1914","1912","1914","82878030","Edinburghshire, VIII.2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82878030.4.jpg,https://maps.nls.uk/view/82878030,"1914"
"MULTIPOLYGON (((-3.15137199329922 55.886376297162,-3.15143860733045 55.9008300830056,-3.11285022000028 55.9008808036615,-3.11279752980166 55.8864269337664,-3.15137199329922 55.886376297162)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VIII.5,008_05,"4","1912","1914","1912","1914","82878060","Edinburghshire, VIII.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82878060.4.jpg,https://maps.nls.uk/view/82878060,"1914"
"MULTIPOLYGON (((-3.11279752980166 55.8864269337664,-3.11285022000028 55.9008808036615,-3.07426109646886 55.9009197340141,-3.07422210721001 55.8864657451219,-3.11279752980166 55.8864269337664)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VIII.6,008_06,"4","1912","1914","1912","1914","82878072","Edinburghshire, VIII.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82878072.4.jpg,https://maps.nls.uk/view/82878072,"1914"
"MULTIPOLYGON (((-3.15130561786472 55.8719223746588,-3.15137199329922 55.886376297162,-3.11279752980166 55.8864269337664,-3.1127442346358 55.871973106658,-3.15130561786472 55.8719223746588)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VIII.9,008_09,"4",1912 to 1913,"1914","1912","1914","82878102","Edinburghshire, VIII.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1912 to 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82878102.4.jpg,https://maps.nls.uk/view/82878102,"1914"
"MULTIPOLYGON (((-3.22890948968064 55.9440533622336,-3.2290061655426 55.9585063571934,-3.19035893386503 55.9585814449766,-3.19027671339908 55.9441282290557,-3.22890948968064 55.9440533622336)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.7,003_07,"4","1913","1914","1913","1914","82877403","Edinburghshire, III.7","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877403.4.jpg,https://maps.nls.uk/view/82877403,"1914"
"MULTIPOLYGON (((-3.22881236848374 55.9295996955886,-3.22890948968064 55.9440533622336,-3.19027671339908 55.9441282290557,-3.19019412471971 55.9296743880778,-3.22881236848374 55.9295996955886)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.11,003_11,"4","1913","1914","1913","1914","82877451","Edinburghshire, III.11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877451.4.jpg,https://maps.nls.uk/view/82877451,"1914"
"MULTIPOLYGON (((-3.22871523747782 55.9151454836698,-3.22881236848374 55.9295996955886,-3.19019412471971 55.9296743880778,-3.19011139037105 55.9152204437349,-3.22871523747782 55.9151454836698)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.15,003_15,"4","1913","1914","1913","1914","82877502","Edinburghshire, III.15","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877502.4.jpg,https://maps.nls.uk/view/82877502,"1914"
"MULTIPOLYGON (((-3.15157544432111 55.9297371881732,-3.1516437562581 55.9441907651029,-3.11301105457344 55.9442420352515,-3.11295704814269 55.9297884040915,-3.15157544432111 55.9297371881732)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.9,004_09,"4","1913","1914","1913","1914","82877577","Edinburghshire, IV.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877577.4.jpg,https://maps.nls.uk/view/82877577,"1914"
"MULTIPOLYGON (((-3.11295704814269 55.9297884040915,-3.11301105457344 55.9442420352515,-3.07437793411876 55.9442811519224,-3.07433920660677 55.9298275507209,-3.11295704814269 55.9297884040915)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.10,004_10,"4","1913","1914","1913","1914","87213123","Edinburghshire, IV.10","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8721/87213123.4.jpg,https://maps.nls.uk/view/87213123,"1914"
"MULTIPOLYGON (((-3.11290349923602 55.9153346752851,-3.11295704814269 55.9297884040915,-3.07433920660677 55.9298275507209,-3.07430013128504 55.9153736766447,-3.11290349923602 55.9153346752851)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.14,004_14,"4","1913","1914","1913","1914","82877634","Edinburghshire, IV.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1913<br>Published: 1914",https://deriv.nls.uk/dcn4/8287/82877634.4.jpg,https://maps.nls.uk/view/82877634,"1914"
"MULTIPOLYGON (((-3.22919969773773 55.9874125100071,-3.22929661400893 56.0018661160787,-3.19060609403051 56.0019417104905,-3.19052348927264 55.9874880363694,-3.22919969773773 55.9874125100071)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.15 & 11,001_11,"5","1931","1933","1931","1933","82877163","Edinburghshire, I.15 & 11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877163.4.jpg,https://maps.nls.uk/view/82877163,"1933"
"MULTIPOLYGON (((-3.22910288839222 55.9729593022618,-3.22919969773773 55.9874125100071,-3.19052348927264 55.9874880363694,-3.19044103939019 55.9730345987152,-3.22910288839222 55.9729593022618)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.15 & 11,001_15,"5","1931","1933","1931","1933","82877163","Edinburghshire, I.15 & 11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877163.4.jpg,https://maps.nls.uk/view/82877163,"1933"
"MULTIPOLYGON (((-3.3063000537237 55.9583182844337,-3.30642573363329 55.9727716885678,-3.26776460133542 55.9728714680419,-3.26765326808326 55.9584184527884,-3.3063000537237 55.9583182844337)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.1,003_01,"5","1931","1933","1931","1933","82877334","Edinburghshire, III.1","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877334.4.jpg,https://maps.nls.uk/view/82877334,"1933"
"MULTIPOLYGON (((-3.26765326808326 55.9584184527884,-3.26776460133542 55.9728714680419,-3.22910288839222 55.9729593022618,-3.2290061655426 55.9585063571934,-3.26765326808326 55.9584184527884)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.2,003_02,"5","1931","1933","1931","1933","82877346","Edinburghshire, III.2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877346.4.jpg,https://maps.nls.uk/view/82877346,"1933"
"MULTIPOLYGON (((-3.2290061655426 55.9585063571934,-3.22910288839222 55.9729593022618,-3.19044103939019 55.9730345987152,-3.19035893386503 55.9585814449766,-3.2290061655426 55.9585063571934)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.3,003_03,"5","1931","1933","1931","1933","82877358","Edinburghshire, III.3","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877358.4.jpg,https://maps.nls.uk/view/82877358,"1933"
"MULTIPOLYGON (((-3.19035893386503 55.9585814449766,-3.19044103939019 55.9730345987152,-3.15177941547965 55.9730977563949,-3.15171182605962 55.9586442842086,-3.19035893386503 55.9585814449766)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.4,003_04,"5","1931","1933","1931","1933","82877370","Edinburghshire, III.4","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877370.4.jpg,https://maps.nls.uk/view/82877370,"1933"
"MULTIPOLYGON (((-3.30617480024286 55.9438651282116,-3.3063000537237 55.9583182844337,-3.26765326808326 55.9584184527884,-3.26754221037405 55.9439653669594,-3.30617480024286 55.9438651282116)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.5,003_05,"5","1931","1933","1931","1933","82877382","Edinburghshire, III.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877382.4.jpg,https://maps.nls.uk/view/82877382,"1933"
"MULTIPOLYGON (((-3.26754221037405 55.9439653669594,-3.26765326808326 55.9584184527884,-3.2290061655426 55.9585063571934,-3.22890948968064 55.9440533622336,-3.26754221037405 55.9439653669594)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.6,003_06,"5","1931","1933","1931","1933","82877394","Edinburghshire, III.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877394.4.jpg,https://maps.nls.uk/view/82877394,"1933"
"MULTIPOLYGON (((-3.22890948968064 55.9440533622336,-3.2290061655426 55.9585063571934,-3.19035893386503 55.9585814449766,-3.19027671339908 55.9441282290557,-3.22890948968064 55.9440533622336)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.7,003_07,"5","1931","1933","1931","1933","82877406","Edinburghshire, III.7","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877406.4.jpg,https://maps.nls.uk/view/82877406,"1933"
"MULTIPOLYGON (((-3.19027671339908 55.9441282290557,-3.19035893386503 55.9585814449766,-3.15171182605962 55.9586442842086,-3.1516437562581 55.9441907651029,-3.19027671339908 55.9441282290557)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.8,003_08,"5","1931","1933","1931","1933","82877418","Edinburghshire, III.8","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877418.4.jpg,https://maps.nls.uk/view/82877418,"1933"
"MULTIPOLYGON (((-3.22881236848374 55.9295996955886,-3.22890948968064 55.9440533622336,-3.19027671339908 55.9441282290557,-3.19019412471971 55.9296743880778,-3.22881236848374 55.9295996955886)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.11,003_11,"5",1931 to 1932,"1933","1931","1933","82877454","Edinburghshire, III.11","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931 to 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877454.4.jpg,https://maps.nls.uk/view/82877454,"1933"
"MULTIPOLYGON (((-3.19011139037105 55.9152204437349,-3.19019412471971 55.9296743880778,-3.15157544432111 55.9297371881732,-3.15150713593274 55.9152836175574,-3.19011139037105 55.9152204437349)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.16,003_16,"5","1931","1933","1931","1933","82877517","Edinburghshire, III.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877517.4.jpg,https://maps.nls.uk/view/82877517,"1933"
"MULTIPOLYGON (((-3.1516437562581 55.9441907651029,-3.15171182605962 55.9586442842086,-3.11306427070517 55.9586955337644,-3.11301105457344 55.9442420352515,-3.1516437562581 55.9441907651029)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.5,004_05,"5",1931 to 1932,"1934","1931","1934","82877538","Edinburghshire, IV.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931 to 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877538.4.jpg,https://maps.nls.uk/view/82877538,"1934"
"MULTIPOLYGON (((-3.30579889983286 55.9005052836406,-3.30592408494716 55.9149586451726,-3.26731981460477 55.9150580574464,-3.26720899614519 55.9006045908487,-3.30579889983286 55.9005052836406)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.1,007_01,"5","1931","1934","1931","1934","82877853","Edinburghshire, VII.1","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877853.4.jpg,https://maps.nls.uk/view/82877853,"1934"
"MULTIPOLYGON (((-3.18994693828201 55.8863133922505,-3.19002888227374 55.9007668904947,-3.15143860733045 55.9008300830056,-3.15137199329922 55.886376297162,-3.18994693828201 55.8863133922505)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.8,007_08,"5","1931","1934","1931","1934","82877937","Edinburghshire, VII.8","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1931<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877937.4.jpg,https://maps.nls.uk/view/82877937,"1934"
"MULTIPOLYGON (((-3.19052348927264 55.9874880363694,-3.19060609403051 56.0019417104905,-3.15191520243747 56.0020051346329,-3.15184722554455 55.9875514223961,-3.19052348927264 55.9874880363694)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.12,001_12,"5","1932","1933","1932","1933","82877175","Edinburghshire, I.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877175.4.jpg,https://maps.nls.uk/view/82877175,"1933"
"MULTIPOLYGON (((-3.19044103939019 55.9730345987152,-3.19052348927264 55.9874880363694,-3.15184722554455 55.9875514223961,-3.15177941547965 55.9730977563949,-3.19044103939019 55.9730345987152)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,I.16,001_16,"5","1932","1933","1932","1933","82877214","Edinburghshire, I.16","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877214.4.jpg,https://maps.nls.uk/view/82877214,"1933"
"MULTIPOLYGON (((-3.15177941547965 55.9730977563949,-3.15184722554455 55.9875514223961,-3.11317052644053 55.9876026961687,-3.11311711932733 55.9731489719506,-3.15177941547965 55.9730977563949)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IA.13,001A_13,"5","1932","1933","1932","1933","82877193","Edinburghshire, IA.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877193.4.jpg,https://maps.nls.uk/view/82877193,"1933"
"MULTIPOLYGON (((-3.30604952461011 55.9294119141767,-3.30617480024286 55.9438651282116,-3.26754221037405 55.9439653669594,-3.26743100734723 55.9295117807011,-3.30604952461011 55.9294119141767)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.9,003_09,"5","1932","1933","1932","1933","82877430","Edinburghshire, III.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877430.4.jpg,https://maps.nls.uk/view/82877430,"1933"
"MULTIPOLYGON (((-3.26743100734723 55.9295117807011,-3.26754221037405 55.9439653669594,-3.22890948968064 55.9440533622336,-3.22881236848374 55.9295996955886,-3.26743100734723 55.9295117807011)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.10,003_10,"5","1932","1933","1932","1933","82877442","Edinburghshire, III.10","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877442.4.jpg,https://maps.nls.uk/view/82877442,"1933"
"MULTIPOLYGON (((-3.19019412471971 55.9296743880778,-3.19027671339908 55.9441282290557,-3.1516437562581 55.9441907651029,-3.15157544432111 55.9297371881732,-3.19019412471971 55.9296743880778)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.12,003_12,"5","1932","1933","1932","1933","82877466","Edinburghshire, III.12","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877466.4.jpg,https://maps.nls.uk/view/82877466,"1933"
"MULTIPOLYGON (((-3.30592408494716 55.9149586451726,-3.30604952461011 55.9294119141767,-3.26743100734723 55.9295117807011,-3.26731981460477 55.9150580574464,-3.30592408494716 55.9149586451726)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.13,003_13,"5","1932","1933","1932","1933","82877478","Edinburghshire, III.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877478.4.jpg,https://maps.nls.uk/view/82877478,"1933"
"MULTIPOLYGON (((-3.26731981460477 55.9150580574464,-3.26743100734723 55.9295117807011,-3.22881236848374 55.9295996955886,-3.22871523747782 55.9151454836698,-3.26731981460477 55.9150580574464)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.14,003_14,"5","1932","1933","1932","1933","82877493","Edinburghshire, III.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877493.4.jpg,https://maps.nls.uk/view/82877493,"1933"
"MULTIPOLYGON (((-3.22871523747782 55.9151454836698,-3.22881236848374 55.9295996955886,-3.19019412471971 55.9296743880778,-3.19011139037105 55.9152204437349,-3.22871523747782 55.9151454836698)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,III.15,003_15,"5","1932","1933","1932","1933","82877505","Edinburghshire, III.15","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1933",https://deriv.nls.uk/dcn4/8287/82877505.4.jpg,https://maps.nls.uk/view/82877505,"1933"
"MULTIPOLYGON (((-3.15171182605962 55.9586442842086,-3.15177941547965 55.9730977563949,-3.11311711932733 55.9731489719506,-3.11306427070517 55.9586955337644,-3.15171182605962 55.9586442842086)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.1 & 2,004_01,"5","1932","1934","1932","1934","82877526","Edinburghshire, IV.1 & 2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877526.4.jpg,https://maps.nls.uk/view/82877526,"1934"
"MULTIPOLYGON (((-3.11301105457344 55.9442420352515,-3.11306427070517 55.9586955337644,-3.07441626307079 55.9587345923241,-3.07437793411876 55.9442811519224,-3.11301105457344 55.9442420352515)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.6,004_06,"5","1932","1934","1932","1934","82877550","Edinburghshire, IV.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877550.4.jpg,https://maps.nls.uk/view/82877550,"1934"
"MULTIPOLYGON (((-3.15157544432111 55.9297371881732,-3.1516437562581 55.9441907651029,-3.11301105457344 55.9442420352515,-3.11295704814269 55.9297884040915,-3.15157544432111 55.9297371881732)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.9,004_09,"5","1932","1934","1932","1934","82877580","Edinburghshire, IV.9","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877580.4.jpg,https://maps.nls.uk/view/82877580,"1934"
"MULTIPOLYGON (((-3.11295704814269 55.9297884040915,-3.11301105457344 55.9442420352515,-3.07437793411876 55.9442811519224,-3.07433920660677 55.9298275507209,-3.11295704814269 55.9297884040915)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.10,004_10,"5","1932","1934","1932","1934","82877589","Edinburghshire, IV.10","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877589.4.jpg,https://maps.nls.uk/view/82877589,"1934"
"MULTIPOLYGON (((-3.15150713593274 55.9152836175574,-3.15157544432111 55.9297371881732,-3.11295704814269 55.9297884040915,-3.11290349923602 55.9153346752851,-3.15150713593274 55.9152836175574)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.13,004_13,"5","1932","1934","1932","1934","82877619","Edinburghshire, IV.13","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877619.4.jpg,https://maps.nls.uk/view/82877619,"1934"
"MULTIPOLYGON (((-3.11290349923602 55.9153346752851,-3.11295704814269 55.9297884040915,-3.07433920660677 55.9298275507209,-3.07430013128504 55.9153736766447,-3.11290349923602 55.9153346752851)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,IV.14,004_14,"5","1932","1934","1932","1934","82877637","Edinburghshire, IV.14","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877637.4.jpg,https://maps.nls.uk/view/82877637,"1934"
"MULTIPOLYGON (((-3.26720899614519 55.9006045908487,-3.26731981460477 55.9150580574464,-3.22871523747782 55.9151454836698,-3.22861899706368 55.9006916896503,-3.26720899614519 55.9006045908487)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.2,007_02,"5","1932","1934","1932","1934","82877865","Edinburghshire, VII.2","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877865.4.jpg,https://maps.nls.uk/view/82877865,"1934"
"MULTIPOLYGON (((-3.22861899706368 55.9006916896503,-3.22871523747782 55.9151454836698,-3.19011139037105 55.9152204437349,-3.19002888227374 55.9007668904947,-3.22861899706368 55.9006916896503)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.3,007_03,"5","1932","1934","1932","1934","82877877","Edinburghshire, VII.3","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877877.4.jpg,https://maps.nls.uk/view/82877877,"1934"
"MULTIPOLYGON (((-3.19002888227374 55.9007668904947,-3.19011139037105 55.9152204437349,-3.15150713593274 55.9152836175574,-3.15143860733045 55.9008300830056,-3.19002888227374 55.9007668904947)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.4,007_04,"5","1932","1934","1932","1934","82877889","Edinburghshire, VII.4","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877889.4.jpg,https://maps.nls.uk/view/82877889,"1934"
"MULTIPOLYGON (((-3.30567394690139 55.8860518264866,-3.30579889983286 55.9005052836406,-3.26720899614519 55.9006045908487,-3.26709840238464 55.8861510777961,-3.30567394690139 55.8860518264866)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.5,007_05,"5","1932","1934","1932","1934","82877901","Edinburghshire, VII.5","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877901.4.jpg,https://maps.nls.uk/view/82877901,"1934"
"MULTIPOLYGON (((-3.26709840238464 55.8861510777961,-3.26720899614519 55.9006045908487,-3.22861899706368 55.9006916896503,-3.22852278744926 55.8862381586815,-3.26709840238464 55.8861510777961)))",Scotland - 25 Inch 2nd and Later Editions,Edinburghshire,VII.6,007_06,"5","1932","1934","1932","1934","82877913","Edinburghshire, VII.6","Series: Ordnance Survey, 25 inch to the mile<br>Surveyed: 1932<br>Published: 1934",https://deriv.nls.uk/dcn4/8287/82877913.4.jpg,https://maps.nls.uk/view/82877913,"1934"
